"","gs_cat","gs_subcat","gs_name","gene_symbol","entrez_gene","ensembl_gene","human_gene_symbol","human_entrez_gene","human_ensembl_gene","gs_id","gs_pmid","gs_geoid","gs_exact_source","gs_url","gs_description"
"138","H","","HALLMARK_ADIPOGENESIS","NDUFS3",4722,"ENSG00000213619","NDUFS3",4722,"ENSG00000213619","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"139","H","","HALLMARK_ADIPOGENESIS","NDUFS3",4722,"ENSG00000285387","NDUFS3",4722,"ENSG00000285387","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"140","H","","HALLMARK_ADIPOGENESIS","NKIRAS1",28512,"ENSG00000197885","NKIRAS1",28512,"ENSG00000197885","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"141","H","","HALLMARK_ADIPOGENESIS","NMT1",4836,"ENSG00000136448","NMT1",4836,"ENSG00000136448","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"142","H","","HALLMARK_ADIPOGENESIS","OMD",4958,"ENSG00000127083","OMD",4958,"ENSG00000127083","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"143","H","","HALLMARK_ADIPOGENESIS","ORM1",5004,"ENSG00000229314","ORM1",5004,"ENSG00000229314","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"144","H","","HALLMARK_ADIPOGENESIS","PDCD4",27250,"ENSG00000150593","PDCD4",27250,"ENSG00000150593","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"145","H","","HALLMARK_ADIPOGENESIS","PEMT",10400,"ENSG00000133027","PEMT",10400,"ENSG00000133027","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"146","H","","HALLMARK_ADIPOGENESIS","PEX14",5195,"ENSG00000142655","PEX14",5195,"ENSG00000142655","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"147","H","","HALLMARK_ADIPOGENESIS","PFKFB3",5209,"ENSG00000170525","PFKFB3",5209,"ENSG00000170525","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"148","H","","HALLMARK_ADIPOGENESIS","PFKL",5211,"ENSG00000141959","PFKL",5211,"ENSG00000141959","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"149","H","","HALLMARK_ADIPOGENESIS","PGM1",5236,"ENSG00000079739","PGM1",5236,"ENSG00000079739","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"150","H","","HALLMARK_ADIPOGENESIS","PHLDB1",23187,"ENSG00000019144","PHLDB1",23187,"ENSG00000019144","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"151","H","","HALLMARK_ADIPOGENESIS","PHYH",5264,"ENSG00000107537","PHYH",5264,"ENSG00000107537","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"152","H","","HALLMARK_ADIPOGENESIS","PIM3",415116,"ENSG00000198355","PIM3",415116,"ENSG00000198355","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"153","H","","HALLMARK_ADIPOGENESIS","PLIN2",123,"ENSG00000147872","PLIN2",123,"ENSG00000147872","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"154","H","","HALLMARK_ADIPOGENESIS","POR",5447,"ENSG00000127948","POR",5447,"ENSG00000127948","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"155","H","","HALLMARK_ADIPOGENESIS","PPARG",5468,"ENSG00000132170","PPARG",5468,"ENSG00000132170","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"156","H","","HALLMARK_ADIPOGENESIS","PPM1B",5495,"ENSG00000138032","PPM1B",5495,"ENSG00000138032","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"157","H","","HALLMARK_ADIPOGENESIS","PPP1R15B",84919,"ENSG00000158615","PPP1R15B",84919,"ENSG00000158615","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"158","H","","HALLMARK_ADIPOGENESIS","PRDX3",10935,"ENSG00000165672","PRDX3",10935,"ENSG00000165672","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"159","H","","HALLMARK_ADIPOGENESIS","PREB",10113,"ENSG00000138073","PREB",10113,"ENSG00000138073","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"160","H","","HALLMARK_ADIPOGENESIS","PTCD3",55037,"ENSG00000132300","PTCD3",55037,"ENSG00000132300","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"161","H","","HALLMARK_ADIPOGENESIS","PTGER3",5733,"ENSG00000050628","PTGER3",5733,"ENSG00000050628","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"162","H","","HALLMARK_ADIPOGENESIS","QDPR",5860,"ENSG00000151552","QDPR",5860,"ENSG00000151552","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"163","H","","HALLMARK_ADIPOGENESIS","RAB34",83871,"ENSG00000109113","RAB34",83871,"ENSG00000109113","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"164","H","","HALLMARK_ADIPOGENESIS","REEP5",7905,"ENSG00000129625","REEP5",7905,"ENSG00000129625","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"165","H","","HALLMARK_ADIPOGENESIS","REEP6",92840,"ENSG00000115255","REEP6",92840,"ENSG00000115255","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"166","H","","HALLMARK_ADIPOGENESIS","RETN",56729,"ENSG00000104918","RETN",56729,"ENSG00000104918","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"167","H","","HALLMARK_ADIPOGENESIS","RETSAT",54884,"ENSG00000042445","RETSAT",54884,"ENSG00000042445","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"168","H","","HALLMARK_ADIPOGENESIS","RIOK3",8780,"ENSG00000101782","RIOK3",8780,"ENSG00000101782","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"169","H","","HALLMARK_ADIPOGENESIS","RMDN3",55177,"ENSG00000137824","RMDN3",55177,"ENSG00000137824","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"170","H","","HALLMARK_ADIPOGENESIS","RNF11",26994,"ENSG00000123091","RNF11",26994,"ENSG00000123091","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"171","H","","HALLMARK_ADIPOGENESIS","RREB1",6239,"ENSG00000124782","RREB1",6239,"ENSG00000124782","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"172","H","","HALLMARK_ADIPOGENESIS","RTN3",10313,"ENSG00000133318","RTN3",10313,"ENSG00000133318","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"173","H","","HALLMARK_ADIPOGENESIS","SAMM50",25813,"ENSG00000100347","SAMM50",25813,"ENSG00000100347","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"174","H","","HALLMARK_ADIPOGENESIS","SCARB1",949,"ENSG00000073060","SCARB1",949,"ENSG00000073060","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"175","H","","HALLMARK_ADIPOGENESIS","SCP2",6342,"ENSG00000116171","SCP2",6342,"ENSG00000116171","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"176","H","","HALLMARK_ADIPOGENESIS","SDHB",6390,"ENSG00000117118","SDHB",6390,"ENSG00000117118","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"177","H","","HALLMARK_ADIPOGENESIS","SDHC",6391,"ENSG00000143252","SDHC",6391,"ENSG00000143252","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"178","H","","HALLMARK_ADIPOGENESIS","SLC19A1",6573,"ENSG00000173638","SLC19A1",6573,"ENSG00000173638","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"179","H","","HALLMARK_ADIPOGENESIS","SLC1A5",6510,"ENSG00000105281","SLC1A5",6510,"ENSG00000105281","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"180","H","","HALLMARK_ADIPOGENESIS","SLC25A1",6576,"ENSG00000100075","SLC25A1",6576,"ENSG00000100075","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"181","H","","HALLMARK_ADIPOGENESIS","SLC25A10",1468,"ENSG00000183048","SLC25A10",1468,"ENSG00000183048","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"182","H","","HALLMARK_ADIPOGENESIS","SLC27A1",376497,"ENSG00000130304","SLC27A1",376497,"ENSG00000130304","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"183","H","","HALLMARK_ADIPOGENESIS","SLC5A6",8884,"ENSG00000138074","SLC5A6",8884,"ENSG00000138074","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"184","H","","HALLMARK_ADIPOGENESIS","SLC66A3",130814,"ENSG00000162976","SLC66A3",130814,"ENSG00000162976","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"185","H","","HALLMARK_ADIPOGENESIS","SNCG",6623,"ENSG00000173267","SNCG",6623,"ENSG00000173267","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"186","H","","HALLMARK_ADIPOGENESIS","SOD1",6647,"ENSG00000142168","SOD1",6647,"ENSG00000142168","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"187","H","","HALLMARK_ADIPOGENESIS","SORBS1",10580,"ENSG00000095637","SORBS1",10580,"ENSG00000095637","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"188","H","","HALLMARK_ADIPOGENESIS","SOWAHC",65124,"ENSG00000198142","SOWAHC",65124,"ENSG00000198142","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"189","H","","HALLMARK_ADIPOGENESIS","SPARCL1",8404,"ENSG00000152583","SPARCL1",8404,"ENSG00000152583","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"190","H","","HALLMARK_ADIPOGENESIS","SQOR",58472,"ENSG00000137767","SQOR",58472,"ENSG00000137767","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"191","H","","HALLMARK_ADIPOGENESIS","SSPN",8082,"ENSG00000123096","SSPN",8082,"ENSG00000123096","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"192","H","","HALLMARK_ADIPOGENESIS","STAT5A",6776,"ENSG00000126561","STAT5A",6776,"ENSG00000126561","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"193","H","","HALLMARK_ADIPOGENESIS","STOM",2040,"ENSG00000148175","STOM",2040,"ENSG00000148175","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"194","H","","HALLMARK_ADIPOGENESIS","SUCLG1",8802,"ENSG00000163541","SUCLG1",8802,"ENSG00000163541","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"195","H","","HALLMARK_ADIPOGENESIS","SULT1A1",6817,"ENSG00000196502","SULT1A1",6817,"ENSG00000196502","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"196","H","","HALLMARK_ADIPOGENESIS","TALDO1",6888,"ENSG00000177156","TALDO1",6888,"ENSG00000177156","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"197","H","","HALLMARK_ADIPOGENESIS","TANK",10010,"ENSG00000136560","TANK",10010,"ENSG00000136560","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"198","H","","HALLMARK_ADIPOGENESIS","TKT",7086,"ENSG00000163931","TKT",7086,"ENSG00000163931","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"199","H","","HALLMARK_ADIPOGENESIS","TOB1",10140,"ENSG00000141232","TOB1",10140,"ENSG00000141232","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"200","H","","HALLMARK_ADIPOGENESIS","TST",7263,"ENSG00000128311","TST",7263,"ENSG00000128311","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"201","H","","HALLMARK_ADIPOGENESIS","UBC",7316,"ENSG00000150991","UBC",7316,"ENSG00000150991","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"202","H","","HALLMARK_ADIPOGENESIS","UBQLN1",29979,"ENSG00000135018","UBQLN1",29979,"ENSG00000135018","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"203","H","","HALLMARK_ADIPOGENESIS","UCK1",83549,"ENSG00000130717","UCK1",83549,"ENSG00000130717","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"204","H","","HALLMARK_ADIPOGENESIS","UCP2",7351,"ENSG00000175567","UCP2",7351,"ENSG00000175567","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"205","H","","HALLMARK_ADIPOGENESIS","UQCR10",29796,"ENSG00000184076","UQCR10",29796,"ENSG00000184076","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"206","H","","HALLMARK_ADIPOGENESIS","UQCR11",10975,"ENSG00000127540","UQCR11",10975,"ENSG00000127540","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"207","H","","HALLMARK_ADIPOGENESIS","UQCRC1",7384,"ENSG00000010256","UQCRC1",7384,"ENSG00000010256","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"208","H","","HALLMARK_ADIPOGENESIS","UQCRQ",27089,"ENSG00000164405","UQCRQ",27089,"ENSG00000164405","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"209","H","","HALLMARK_ADIPOGENESIS","VEGFB",7423,"ENSG00000173511","VEGFB",7423,"ENSG00000173511","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"210","H","","HALLMARK_ADIPOGENESIS","YWHAG",7532,"ENSG00000170027","YWHAG",7532,"ENSG00000170027","M5905","26771021","","","","Genes up-regulated during adipocyte differentiation (adipogenesis)."
"211","H","","HALLMARK_ALLOGRAFT_REJECTION","AARS1",16,"ENSG00000090861","AARS1",16,"ENSG00000090861","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"212","H","","HALLMARK_ALLOGRAFT_REJECTION","ABCE1",6059,"ENSG00000164163","ABCE1",6059,"ENSG00000164163","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"213","H","","HALLMARK_ALLOGRAFT_REJECTION","ABI1",10006,"ENSG00000136754","ABI1",10006,"ENSG00000136754","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"214","H","","HALLMARK_ALLOGRAFT_REJECTION","ACHE",43,"ENSG00000087085","ACHE",43,"ENSG00000087085","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"215","H","","HALLMARK_ALLOGRAFT_REJECTION","ACVR2A",92,"ENSG00000121989","ACVR2A",92,"ENSG00000121989","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"216","H","","HALLMARK_ALLOGRAFT_REJECTION","AKT1",207,"ENSG00000142208","AKT1",207,"ENSG00000142208","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"217","H","","HALLMARK_ALLOGRAFT_REJECTION","APBB1",322,"ENSG00000166313","APBB1",322,"ENSG00000166313","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"218","H","","HALLMARK_ALLOGRAFT_REJECTION","B2M",567,"ENSG00000166710","B2M",567,"ENSG00000166710","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"219","H","","HALLMARK_ALLOGRAFT_REJECTION","B2M",567,"ENSG00000273686","B2M",567,"ENSG00000273686","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"220","H","","HALLMARK_ALLOGRAFT_REJECTION","BCAT1",586,"ENSG00000060982","BCAT1",586,"ENSG00000060982","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"221","H","","HALLMARK_ALLOGRAFT_REJECTION","BCL10",8915,"ENSG00000142867","BCL10",8915,"ENSG00000142867","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"222","H","","HALLMARK_ALLOGRAFT_REJECTION","BCL3",602,"ENSG00000069399","BCL3",602,"ENSG00000069399","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"223","H","","HALLMARK_ALLOGRAFT_REJECTION","BRCA1",672,"ENSG00000012048","BRCA1",672,"ENSG00000012048","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"224","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000166278","C2",717,"ENSG00000166278","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"225","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000204364","C2",717,"ENSG00000204364","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"226","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000206372","C2",717,"ENSG00000206372","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"227","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000226560","C2",717,"ENSG00000226560","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"228","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000231543","C2",717,"ENSG00000231543","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"229","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000235017","C2",717,"ENSG00000235017","M5950","26771021","","","","Genes up-regulated during transplant rejection."
"230","H","","HALLMARK_ALLOGRAFT_REJECTION","C2",717,"ENSG00000235696","C2",717,"ENSG00000235696","M5950","26771021","","","","Genes up-regulated during transplant rejection."
